model,timm_model,experiment,best_epoch,val_macro_f1,test_macro_f1,test_accuracy,median_latency_ms,params,trainable_params,seconds,checkpoint
vit_base_patch16_224,vit_base_patch16_224,full_finetune,5,0.9049215244431599,0.9219482909938915,0.9263157894736842,5.227719957474619,85803270,85803270,78.020172397024,output/deep/pretrained_core_lr1e4_5ep/runs/vit_base_patch16_224/full_finetune/checkpoint_best.pt
swin_tiny_patch4_window7_224,swin_tiny_patch4_window7_224,full_finetune,5,0.902976316795689,0.9474631765336633,0.9473684210526315,9.97693301178515,27523968,27523968,66.63028517505154,output/deep/pretrained_core_lr1e4_5ep/runs/swin_tiny_patch4_window7_224/full_finetune/checkpoint_best.pt
convnext_tiny,convnext_tiny,full_finetune,5,0.8928581942464765,0.9191373769982429,0.9315789473684211,6.197439506649971,27824742,27824742,58.655919409007765,output/deep/pretrained_core_lr1e4_5ep/runs/convnext_tiny/full_finetune/checkpoint_best.pt
efficientnetv2_s,tf_efficientnetv2_s,full_finetune,4,0.7857223185483497,0.782394486295852,0.7894736842105263,16.876332461833954,20185174,20185174,55.32777793891728,output/deep/pretrained_core_lr1e4_5ep/runs/efficientnetv2_s/full_finetune/checkpoint_best.pt
convnext_tiny,convnext_tiny,head_only,1,0.6336031915283765,0.6247245262945165,0.6710526315789473,5.663152027409524,27824742,4614,12.050170034985058,output/deep/pretrained_core_lr1e4_5ep/runs/convnext_tiny/head_only/checkpoint_best.pt
swin_tiny_patch4_window7_224,swin_tiny_patch4_window7_224,head_only,1,0.590331543317914,0.6251667755897421,0.6552631578947369,9.46428650058806,27523968,4614,17.260136367054656,output/deep/pretrained_core_lr1e4_5ep/runs/swin_tiny_patch4_window7_224/head_only/checkpoint_best.pt
vit_base_patch16_224,vit_base_patch16_224,head_only,1,0.5829869312317517,0.64226294923799,0.6710526315789473,5.186822440009564,85803270,4614,22.37455978698563,output/deep/pretrained_core_lr1e4_5ep/runs/vit_base_patch16_224/head_only/checkpoint_best.pt
efficientnetv2_s,tf_efficientnetv2_s,head_only,1,0.1434626986863245,0.16375888706056124,0.17105263157894737,15.79801901243627,20185174,7686,14.231428700964898,output/deep/pretrained_core_lr1e4_5ep/runs/efficientnetv2_s/head_only/checkpoint_best.pt
