epoch,lr,train_loss,val_loss,val_accuracy,val_macro_f1,val_weighted_f1
1,9.045084971874738e-05,1.5537715929126308,1.1043456736214872,0.662269129287599,0.6217319999966736,0.6724286854425239
2,6.545084971874737e-05,0.765729340560296,0.7137202659823335,0.8100263852242744,0.7571034270721064,0.8035420299952365
3,3.454915028125263e-05,0.2843958830031065,0.6917107050997601,0.7862796833773087,0.7565828087314878,0.7994122302641938
4,9.549150281252631e-06,0.10050671682714135,0.2606088830880565,0.9182058047493403,0.899445409092915,0.9197605777917107
5,0.0,0.01868096876065605,0.3263074218204594,0.9182058047493403,0.9049215244431599,0.9184117461959098
